sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"BRIP1","Alias symbol","MRPL36","mitochondrial ribosomal protein L36","HGNC:14490","5p15.33"
"BRIX1","Approved symbol","BRIX1","biogenesis of ribosomes BRX1","HGNC:24170","5p13.2"
"BRK1","Approved symbol","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","HGNC:23057","3p25.3"
"BRMS1","Approved symbol","BRMS1","BRMS1 transcriptional repressor and anoikis regulator","HGNC:17262","11q13.2"
"BRMS1","Previous symbol","BRMS1L","BRMS1 like transcriptional repressor","HGNC:20512","14q13.2"
"BRMS1L","Approved symbol","BRMS1L","BRMS1 like transcriptional repressor","HGNC:20512","14q13.2"
"BROX","Approved symbol","BROX","BRO1 domain and CAAX motif containing","HGNC:26512","1q41"
"BRPF1","Approved symbol","BRPF1","bromodomain and PHD finger containing 1","HGNC:14255","3p25.3"
"BRPF3","Approved symbol","BRPF3","bromodomain and PHD finger containing 3","HGNC:14256","6p21.31"
"BRSK1","Approved symbol","BRSK1","BR serine/threonine kinase 1","HGNC:18994","19q13.42"
"BRSK2","Approved symbol","BRSK2","BR serine/threonine kinase 2","HGNC:11405","11p15.5"
"BRWD1","Approved symbol","BRWD1","bromodomain and WD repeat domain containing 1","HGNC:12760","21q22.2"
"BRWD1-AS2","Approved symbol","BRWD1-AS2","BRWD1 antisense RNA 2","HGNC:16423","21q22.2"
"BRWD3","Approved symbol","BRWD3","bromodomain and WD repeat domain containing 3","HGNC:17342","Xq21.1"
"BSCL2","Approved symbol","BSCL2","BSCL2 lipid droplet biogenesis associated, seipin","HGNC:15832","11q12.3"
"BSDC1","Approved symbol","BSDC1","BSD domain containing 1","HGNC:25501","1p35.1"
"BSG","Approved symbol","BSG","basigin (Ok blood group)","HGNC:1116","19p13.3"
"BSN","Approved symbol","BSN","bassoon presynaptic cytomatrix protein","HGNC:1117","3p21.31"
"BSN-AS2","Previous symbol","BSN-DT","BSN divergent transcript","HGNC:42445","3p21.31"
"BSPRY","Approved symbol","BSPRY","B-box and SPRY domain containing","HGNC:18232","9q32"
"BST1","Approved symbol","BST1","bone marrow stromal cell antigen 1","HGNC:1118","4p15.32"
"BST2","Approved symbol","BST2","bone marrow stromal cell antigen 2","HGNC:1119","19p13.11"
"BTAF1","Approved symbol","BTAF1","B-TFIID TATA-box binding protein associated factor 1","HGNC:17307","10q23.32"
"BTBD1","Approved symbol","BTBD1","BTB domain containing 1","HGNC:1120","15q25.2"
"BTBD10","Approved symbol","BTBD10","BTB domain containing 10","HGNC:21445","11p15.3"
"BTBD11","Approved symbol","BTBD11","BTB domain containing 11","HGNC:23844","12q23.3"
"BTBD18","Approved symbol","BTBD18","BTB domain containing 18","HGNC:37214","11q12.1"
"BTBD19","Approved symbol","BTBD19","BTB domain containing 19","HGNC:27145","1p34.1"
"BTBD2","Approved symbol","BTBD2","BTB domain containing 2","HGNC:15504","19p13.3"
"BTBD3","Approved symbol","BTBD3","BTB domain containing 3","HGNC:15854","20p12.2"
"BTBD6","Approved symbol","BTBD6","BTB domain containing 6","HGNC:19897","14q32.33"
"BTBD7","Approved symbol","BTBD7","BTB domain containing 7","HGNC:18269","14q32.12"
"BTBD8","Approved symbol","BTBD8","BTB domain containing 8","HGNC:21019","1p22.1"
"BTBD9","Approved symbol","BTBD9","BTB domain containing 9","HGNC:21228","6p21.2"
"BTD","Approved symbol","BTD","biotinidase","HGNC:1122","3p25.1"
"BTF3","Approved symbol","BTF3","basic transcription factor 3","HGNC:1125","5q13.2"
"BTF3","Alias symbol","BTN3A3","butyrophilin subfamily 3 member A3","HGNC:1140","6p22.2"
"BTF3L4","Approved symbol","BTF3L4","basic transcription factor 3 like 4","HGNC:30547","1p32.3"
"BTG1","Approved symbol","BTG1","BTG anti-proliferation factor 1","HGNC:1130","12q21.33"
"BTG2","Approved symbol","BTG2","BTG anti-proliferation factor 2","HGNC:1131","1q32.1"
"BTG3","Approved symbol","BTG3","BTG anti-proliferation factor 3","HGNC:1132","21q21.1"
"BTK","Approved symbol","BTK","Bruton tyrosine kinase","HGNC:1133","Xq22.1"
"BTLA","Approved symbol","BTLA","B and T lymphocyte associated","HGNC:21087","3q13.2"
"BTN2A1","Approved symbol","BTN2A1","butyrophilin subfamily 2 member A1","HGNC:1136","6p22.2"
"BTN2A2","Approved symbol","BTN2A2","butyrophilin subfamily 2 member A2","HGNC:1137","6p22.2"
"BTN3A1","Approved symbol","BTN3A1","butyrophilin subfamily 3 member A1","HGNC:1138","6p22.2"
"BTN3A2","Approved symbol","BTN3A2","butyrophilin subfamily 3 member A2","HGNC:1139","6p22.2"
"BTN3A3","Approved symbol","BTN3A3","butyrophilin subfamily 3 member A3","HGNC:1140","6p22.2"
"BTNL9","Approved symbol","BTNL9","butyrophilin like 9","HGNC:24176","5q35.3"
"BTRC","Approved symbol","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase","HGNC:1144","10q24.32"
"BUB1","Approved symbol","BUB1","BUB1 mitotic checkpoint serine/threonine kinase","HGNC:1148","2q13"
"BUB1B","Approved symbol","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","HGNC:1149","15q15.1"
"BUB3","Approved symbol","BUB3","BUB3 mitotic checkpoint protein","HGNC:1151","10q26.13"
"BUD13","Approved symbol","BUD13","BUD13 homolog","HGNC:28199","11q23.3"
"BUD31","Approved symbol","BUD31","BUD31 homolog","HGNC:29629","7q22.1"
"BVES","Approved symbol","BVES","blood vessel epicardial substance","HGNC:1152","6q21"
"BX004987.4","Unmatched","","","",""
"BX322557.10","Unmatched","","","",""
"BX470102.3","Unmatched","","","",""
"BYSL","Approved symbol","BYSL","bystin like","HGNC:1157","6p21.1"
"BZRAP1","Previous symbol","TSPOAP1","TSPO associated protein 1","HGNC:16831","17q22"
"BZRAP1-AS1","Previous symbol","TSPOAP1-AS1","TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1","HGNC:44148","17q22"
"BZW1","Approved symbol","BZW1","basic leucine zipper and W2 domains 1","HGNC:18380","2q33.1"
"BZW2","Approved symbol","BZW2","basic leucine zipper and W2 domains 2","HGNC:18808","7p21.1"
"C10orf10","Previous symbol","DEPP1","DEPP1 autophagy regulator","HGNC:23355","10q11.21"
"C10orf105","Approved symbol","C10orf105","chromosome 10 open reading frame 105","HGNC:20304","10q22.1"
"C10orf111","Previous symbol","RPP38-DT","RPP38 divergent transcript","HGNC:28582","10p13"
"C10orf12","Previous symbol","LCOR","ligand dependent nuclear receptor corepressor","HGNC:29503","10q24.1"
"C10orf128","Previous symbol","TMEM273","transmembrane protein 273","HGNC:27274","10q11.23"
"C10orf131","Previous symbol","CC2D2B","coiled-coil and C2 domain containing 2B","HGNC:31666","10q24.1"
"C10orf2","Previous symbol","TWNK","twinkle mtDNA helicase","HGNC:1160","10q24.31"
"C10orf25","Previous symbol","ZNF22-AS1","ZNF22 antisense RNA 1","HGNC:23509","10q11.21"
"C10orf35","Previous symbol","FAM241B","family with sequence similarity 241 member B","HGNC:23519","10q22.1"
"C10orf54","Previous symbol","VSIR","V-set immunoregulatory receptor","HGNC:30085","10q22.1"
"C10orf55","Approved symbol","C10orf55","chromosome 10 open reading frame 55 (putative)","HGNC:31008","10q22.2"
"C10orf67","Approved symbol","C10orf67","chromosome 10 open reading frame 67","HGNC:28716","10p12.2"
"C10orf76","Previous symbol","ARMH3","armadillo like helical domain containing 3","HGNC:25788","10q24.32"
"C10orf88","Approved symbol","C10orf88","chromosome 10 open reading frame 88","HGNC:25822","10q26.13"
"C10orf91","Previous symbol","LINC02870","long intergenic non-protein coding RNA 2870","HGNC:27275","10q26.3"
"C10orf95","Approved symbol","C10orf95","chromosome 10 open reading frame 95","HGNC:25880","10q24.32"
"C10orf99","Approved symbol","C10orf99","chromosome 10 open reading frame 99","HGNC:31428","10q23.1"
"C11orf1","Approved symbol","C11orf1","chromosome 11 open reading frame 1","HGNC:1163","11q23.1"
"C11orf21","Approved symbol","C11orf21","chromosome 11 open reading frame 21","HGNC:13231","11p15.5"
"C11orf24","Approved symbol","C11orf24","chromosome 11 open reading frame 24","HGNC:1174","11q13.2"
"C11orf30","Previous symbol","EMSY","EMSY transcriptional repressor, BRCA2 interacting","HGNC:18071","11q13.5"
"C11orf31","Previous symbol","SELENOH","selenoprotein H","HGNC:18251","11q12.1"
"C11orf42","Approved symbol","C11orf42","chromosome 11 open reading frame 42","HGNC:28541","11p15.4"
"C11orf45","Approved symbol","C11orf45","chromosome 11 open reading frame 45","HGNC:28584","11q24.3"
"C11orf49","Approved symbol","C11orf49","chromosome 11 open reading frame 49","HGNC:28720","11p11.2"
"C11orf54","Approved symbol","C11orf54","chromosome 11 open reading frame 54","HGNC:30204","11q21"
"C11orf57","Previous symbol","NKAPD1","NKAP domain containing 1","HGNC:25569","11q23.1"
"C11orf58","Approved symbol","C11orf58","chromosome 11 open reading frame 58","HGNC:16990","11p15.2"
"C11orf63","Previous symbol","JHY","junctional cadherin complex regulator","HGNC:26288","11q24.1"
"C11orf65","Approved symbol","C11orf65","chromosome 11 open reading frame 65","HGNC:28519","11q22.3"
"C11orf68","Approved symbol","C11orf68","chromosome 11 open reading frame 68","HGNC:28801","11q13.1"
"C11orf71","Approved symbol","C11orf71","chromosome 11 open reading frame 71","HGNC:25937","11q23.2"
"C11orf73","Previous symbol","HIKESHI","heat shock protein nuclear import factor hikeshi","HGNC:26938","11q14.2"
"C11orf74","Previous symbol","IFTAP","intraflagellar transport associated protein","HGNC:25142","11p12"
"C11orf80","Approved symbol","C11orf80","chromosome 11 open reading frame 80","HGNC:26197","11q13.2"
"C11orf84","Previous symbol","SPINDOC","spindlin interactor and repressor of chromatin binding","HGNC:25115","11q13.1"
"C11orf88","Approved symbol","C11orf88","chromosome 11 open reading frame 88","HGNC:25061","11q23.1"
"C11orf94","Approved symbol","C11orf94","chromosome 11 open reading frame 94","HGNC:37213","11p11.2"
"C11orf95","Approved symbol","C11orf95","chromosome 11 open reading frame 95","HGNC:28449","11q13.1"
"C11orf98","Approved symbol","C11orf98","chromosome 11 open reading frame 98","HGNC:51238","11q12.3"
"C12orf10","Previous symbol","MYG1","MYG1 exonuclease","HGNC:17590","12q13.13"
"C12orf29","Approved symbol","C12orf29","chromosome 12 open reading frame 29","HGNC:25322","12q21.32"
"C12orf4","Approved symbol","C12orf4","chromosome 12 open reading frame 4","HGNC:1184","12p13.32"
"C12orf40","Approved symbol","C12orf40","chromosome 12 open reading frame 40","HGNC:26846","12q12"
"C12orf42","Approved symbol","C12orf42","chromosome 12 open reading frame 42","HGNC:24729","12q23.2"
"C12orf43","Approved symbol","C12orf43","chromosome 12 open reading frame 43","HGNC:25719","12q24.31"
"C12orf45","Approved symbol","C12orf45","chromosome 12 open reading frame 45","HGNC:28628","12q23.3"
"C12orf49","Approved symbol","C12orf49","chromosome 12 open reading frame 49","HGNC:26128","12q24.22"
"C12orf57","Approved symbol","C12orf57","chromosome 12 open reading frame 57","HGNC:29521","12p13.31"
"C12orf60","Approved symbol","C12orf60","chromosome 12 open reading frame 60","HGNC:28726","12p12.3"
"C12orf65","Approved symbol","C12orf65","chromosome 12 open reading frame 65","HGNC:26784","12q24.31"
"C12orf66","Approved symbol","C12orf66","chromosome 12 open reading frame 66","HGNC:26517","12q14.2"
"C12orf71","Approved symbol","C12orf71","chromosome 12 open reading frame 71","HGNC:34452","12p11.23"
"C12orf73","Approved symbol","C12orf73","chromosome 12 open reading frame 73","HGNC:34450","12q23.3"
"C12orf75","Approved symbol","C12orf75","chromosome 12 open reading frame 75","HGNC:35164","12q23.3"
"C12orf76","Approved symbol","C12orf76","chromosome 12 open reading frame 76","HGNC:33790","12q24.11"
"C14orf1","Previous symbol","ERG28","ergosterol biosynthesis 28 homolog","HGNC:1187","14q24.3"
"C14orf105","Previous symbol","CCDC198","coiled-coil domain containing 198","HGNC:20189","14q22.3"
"C14orf119","Approved symbol","C14orf119","chromosome 14 open reading frame 119","HGNC:20270","14q11.2"
"C14orf132","Approved symbol","C14orf132","chromosome 14 open reading frame 132","HGNC:20346","14q32.2"
"C14orf142","Previous symbol","GON7","GON7 subunit of KEOPS complex","HGNC:20356","14q32.12"
"C14orf159","Previous symbol","DGLUCY","D-glutamate cyclase","HGNC:20498","14q32.11"
"C14orf166","Previous symbol","RTRAF","RNA transcription, translation and transport factor","HGNC:23169","14q22.1"
"C14orf169","Previous symbol","RIOX1","ribosomal oxygenase 1","HGNC:20968","14q24.3"
"C14orf2","Previous symbol","ATP5MPL","ATP synthase membrane subunit 6.8PL","HGNC:1188","14q32.33"
"C14orf28","Approved symbol","C14orf28","chromosome 14 open reading frame 28","HGNC:19834","14q21.2"
"C14orf79","Previous symbol","CLBA1","clathrin binding box of aftiphilin containing 1","HGNC:20126","14q32.33"
"C14orf80","Previous symbol","TEDC1","tubulin epsilon and delta complex 1","HGNC:20127","14q32.33"
"C14orf93","Approved symbol","C14orf93","chromosome 14 open reading frame 93","HGNC:20162","14q11.2"
"C15orf38-AP3S2","Previous symbol","ARPIN-AP3S2","ARPIN-AP3S2 readthrough","HGNC:38824","15q26.1"
"C15orf39","Approved symbol","C15orf39","chromosome 15 open reading frame 39","HGNC:24497","15q24.2"
"C15orf40","Approved symbol","C15orf40","chromosome 15 open reading frame 40","HGNC:28443","15q25.2"
"C15orf41","Approved symbol","C15orf41","chromosome 15 open reading frame 41","HGNC:26929","15q14"
"C15orf48","Approved symbol","C15orf48","chromosome 15 open reading frame 48","HGNC:29898","15q21.1"
"C15orf52","Previous symbol","CCDC9B","coiled-coil domain containing 9B","HGNC:33488","15q15.1"
"C15orf53","Previous symbol","LINC02694","long intergenic non-protein coding RNA 2694","HGNC:33796","15q14"
"C15orf57","Previous symbol","CCDC32","coiled-coil domain containing 32","HGNC:28295","15q15.1"
"C15orf61","Approved symbol","C15orf61","chromosome 15 open reading frame 61","HGNC:34453","15q23"
"C15orf62","Approved symbol","C15orf62","chromosome 15 open reading frame 62","HGNC:34489","15q15.1"
"C16orf13","Previous symbol","METTL26","methyltransferase like 26","HGNC:14141","16p13.3"
"C16orf45","Previous symbol","BMERB1","bMERB domain containing 1","HGNC:19213","16p13.11"
"C16orf46","Approved symbol","C16orf46","chromosome 16 open reading frame 46","HGNC:26525","16q23.2"
"C16orf52","Previous symbol","MOSMO","modulator of smoothened","HGNC:27087","16p12.2"
"C16orf54","Approved symbol","C16orf54","chromosome 16 open reading frame 54","HGNC:26649","16p11.2"
"C16orf58","Previous symbol","RUSF1","RUS family member 1","HGNC:25848","16p11.2"
"C16orf59","Previous symbol","TEDC2","tubulin epsilon and delta complex 2","HGNC:25849","16p13.3"
"C16orf62","Previous symbol","VPS35L","VPS35 endosomal protein sorting factor like","HGNC:24641","16p12.3"
"C16orf70","Approved symbol","C16orf70","chromosome 16 open reading frame 70","HGNC:29564","16q22.1"
"C16orf71","Approved symbol","C16orf71","chromosome 16 open reading frame 71","HGNC:25081","16p13.3"
"C16orf72","Approved symbol","C16orf72","chromosome 16 open reading frame 72","HGNC:30103","16p13.2"
"C16orf74","Approved symbol","C16orf74","chromosome 16 open reading frame 74","HGNC:23362","16q24.1"
"C16orf86","Approved symbol","C16orf86","chromosome 16 open reading frame 86","HGNC:33755","16q22.1"
"C16orf87","Approved symbol","C16orf87","chromosome 16 open reading frame 87","HGNC:33754","16q11.2"
"C16orf91","Approved symbol","C16orf91","chromosome 16 open reading frame 91","HGNC:27558","16p13.3"
"C16orf95","Approved symbol","C16orf95","chromosome 16 open reading frame 95","HGNC:40033","16q24.2"
"C16orf96","Approved symbol","C16orf96","chromosome 16 open reading frame 96","HGNC:40031","16p13.3"
"C17orf100","Approved symbol","C17orf100","chromosome 17 open reading frame 100","HGNC:34494","17p13.1"
"C17orf104","Previous symbol","MEIOC","meiosis specific with coiled-coil domain","HGNC:26670","17q21.31"
"C17orf107","Approved symbol","C17orf107","chromosome 17 open reading frame 107","HGNC:37238","17p13.2"
"C17orf49","Approved symbol","C17orf49","chromosome 17 open reading frame 49","HGNC:28737","17p13.1"
"C17orf51","Previous symbol","LINC02693","long intergenic non-protein coding RNA 2693","HGNC:27904","17p11.2"
"C17orf53","Previous symbol","HROB","homologous recombination factor with OB-fold","HGNC:28460","17q21.31"
"C17orf58","Approved symbol","C17orf58","chromosome 17 open reading frame 58","HGNC:27568","17q24.2"
"C17orf62","Previous symbol","CYBC1","cytochrome b-245 chaperone 1","HGNC:28672","17q25.3"
"C17orf67","Approved symbol","C17orf67","chromosome 17 open reading frame 67","HGNC:27900","17q22"
"C17orf75","Approved symbol","C17orf75","chromosome 17 open reading frame 75","HGNC:30173","17q11.2"
"C17orf78","Approved symbol","C17orf78","chromosome 17 open reading frame 78","HGNC:26831","17q12"
"C17orf80","Approved symbol","C17orf80","chromosome 17 open reading frame 80","HGNC:29601","17q25.1"
"C17orf89","Previous symbol","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","HGNC:33551","17q25.3"
"C17orf96","Previous symbol","EPOP","elongin BC and polycomb repressive complex 2 associated protein","HGNC:34493","17q12"
"C17orf97","Approved symbol","C17orf97","chromosome 17 open reading frame 97","HGNC:33800","17p13.3"
"C18orf21","Approved symbol","C18orf21","chromosome 18 open reading frame 21","HGNC:28802","18q12.2"
"C18orf25","Approved symbol","C18orf25","chromosome 18 open reading frame 25","HGNC:28172","18q21.1"
"C18orf32","Approved symbol","C18orf32","chromosome 18 open reading frame 32","HGNC:31690","18q21.1"
"C18orf54","Approved symbol","C18orf54","chromosome 18 open reading frame 54","HGNC:13796","18q21.2"
"C18orf8","Previous symbol","RMC1","regulator of MON1-CCZ1","HGNC:24326","18q11.2"
"C19orf12","Approved symbol","C19orf12","chromosome 19 open reading frame 12","HGNC:25443","19q12"
"C19orf24","Previous symbol","FAM174C","family with sequence similarity 174 member C","HGNC:26073","19p13.3"
"C19orf25","Approved symbol","C19orf25","chromosome 19 open reading frame 25","HGNC:26711","19p13.3"
"C19orf35","Previous symbol","PEAK3","PEAK family member 3","HGNC:24793","19p13.3"
"C19orf38","Approved symbol","C19orf38","chromosome 19 open reading frame 38","HGNC:34073","19p13.2"
"C19orf43","Previous symbol","TRIR","telomerase RNA component interacting RNase","HGNC:28424","19p13.13"
"C19orf44","Approved symbol","C19orf44","chromosome 19 open reading frame 44","HGNC:26141","19p13.11"
"C19orf47","Approved symbol","C19orf47","chromosome 19 open reading frame 47","HGNC:26723","19q13.2"
"C19orf48","Approved symbol","C19orf48","chromosome 19 open reading frame 48","HGNC:29667","19q13.33"
"C19orf52","Previous symbol","TIMM29","translocase of inner mitochondrial membrane 29","HGNC:25152","19p13.2"
"C19orf53","Approved symbol","C19orf53","chromosome 19 open reading frame 53","HGNC:24991","19p13.13"
"C19orf54","Approved symbol","C19orf54","chromosome 19 open reading frame 54","HGNC:24758","19q13.2"
"C19orf57","Approved symbol","C19orf57","chromosome 19 open reading frame 57","HGNC:28153","19p13.12"
"C19orf60","Previous symbol","REX1BD","required for excision 1-B domain containing","HGNC:26098","19p13.11"
"C19orf66","Previous symbol","SHFL","shiftless antiviral inhibitor of ribosomal frameshifting","HGNC:25649","19p13.2"
"C19orf68","Previous symbol","ZSWIM9","zinc finger SWIM-type containing 9","HGNC:34495","19q13.33"
"C19orf70","Previous symbol","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","HGNC:33702","19p13.3"
"C19orf71","Approved symbol","C19orf71","chromosome 19 open reading frame 71","HGNC:34496","19p13.3"
"C19orf73","Approved symbol","C19orf73","chromosome 19 open reading frame 73","HGNC:25534","19q13.33"
"C19orf84","Approved symbol","C19orf84","chromosome 19 open reading frame 84","HGNC:27112","19q13.41"
"C1D","Approved symbol","C1D","C1D nuclear receptor corepressor","HGNC:29911","2p14"
"C1GALT1","Approved symbol","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","HGNC:24337","7p22.1-p21.3"
"C1GALT1C1","Approved symbol","C1GALT1C1","C1GALT1 specific chaperone 1","HGNC:24338","Xq24"
"C1orf100","Approved symbol","C1orf100","chromosome 1 open reading frame 100","HGNC:30435","1q44"
"C1orf101","Previous symbol","CATSPERE","catsper channel auxiliary subunit epsilon","HGNC:28491","1q44"
